Command line
Loss = 8.5831e-01, PNorm = 43.8234, GNorm = 2.3413, lr_0 = 1.9368e-04
Loss = 7.7015e-01, PNorm = 43.8448, GNorm = 0.6306, lr_0 = 1.9409e-04
Loss = 8.2485e-01, PNorm = 43.8685, GNorm = 1.0162, lr_0 = 1.9449e-04
Loss = 7.9390e-01, PNorm = 43.9022, GNorm = 1.8876, lr_0 = 1.9490e-04
Loss = 8.9406e-01, PNorm = 43.9342, GNorm = 1.4232, lr_0 = 1.9531e-04
Loss = 7.3678e-01, PNorm = 43.9672, GNorm = 1.5922, lr_0 = 1.9572e-04
Loss = 8.4997e-01, PNorm = 43.9925, GNorm = 0.9852, lr_0 = 1.9612e-04
Loss = 9.1302e-01, PNorm = 44.0266, GNorm = 1.6578, lr_0 = 1.9653e-04
Loss = 8.6822e-01, PNorm = 44.0584, GNorm = 0.9630, lr_0 = 1.9694e-04
Loss = 9.4972e-01, PNorm = 44.0885, GNorm = 1.3993, lr_0 = 1.9734e-04
Loss = 8.5957e-01, PNorm = 44.1240, GNorm = 1.7136, lr_0 = 1.9775e-04
Loss = 8.8243e-01, PNorm = 44.1498, GNorm = 1.4925, lr_0 = 1.9816e-04
Loss = 8.0630e-01, PNorm = 44.1822, GNorm = 1.8632, lr_0 = 1.9857e-04
Loss = 9.1530e-01, PNorm = 44.2157, GNorm = 1.2033, lr_0 = 1.9897e-04
Loss = 8.9435e-01, PNorm = 44.2566, GNorm = 2.7993, lr_0 = 1.9938e-04
Loss = 7.6511e-01, PNorm = 44.2929, GNorm = 1.5703, lr_0 = 1.9979e-04
Loss = 9.0329e-01, PNorm = 44.3123, GNorm = 1.1202, lr_0 = 2.0019e-04
Loss = 8.8079e-01, PNorm = 44.3371, GNorm = 2.0897, lr_0 = 2.0060e-04
Loss = 9.3775e-01, PNorm = 44.3649, GNorm = 0.7250, lr_0 = 2.0101e-04
Loss = 8.8433e-01, PNorm = 44.4049, GNorm = 0.6409, lr_0 = 2.0142e-04
Loss = 9.9219e-01, PNorm = 44.4355, GNorm = 1.7674, lr_0 = 2.0182e-04
Loss = 8.2854e-01, PNorm = 44.4765, GNorm = 0.9790, lr_0 = 2.0223e-04
Loss = 8.7748e-01, PNorm = 44.5050, GNorm = 1.2132, lr_0 = 2.0264e-04
Loss = 8.2919e-01, PNorm = 44.5379, GNorm = 1.6318, lr_0 = 2.0304e-04
Loss = 8.0470e-01, PNorm = 44.5640, GNorm = 1.2716, lr_0 = 2.0345e-04
Loss = 7.6238e-01, PNorm = 44.5963, GNorm = 1.0935, lr_0 = 2.0386e-04
Loss = 1.0029e+00, PNorm = 44.6208, GNorm = 2.1538, lr_0 = 2.0427e-04
Loss = 8.9936e-01, PNorm = 44.6588, GNorm = 1.1405, lr_0 = 2.0467e-04
Loss = 8.3365e-01, PNorm = 44.6936, GNorm = 1.0402, lr_0 = 2.0508e-04
Loss = 7.9173e-01, PNorm = 44.7288, GNorm = 2.0682, lr_0 = 2.0549e-04
Loss = 8.5451e-01, PNorm = 44.7568, GNorm = 1.0804, lr_0 = 2.0589e-04
Loss = 7.9337e-01, PNorm = 44.7863, GNorm = 1.4288, lr_0 = 2.0630e-04
Loss = 8.1329e-01, PNorm = 44.8125, GNorm = 0.9780, lr_0 = 2.0671e-04
Loss = 8.3878e-01, PNorm = 44.8499, GNorm = 1.2978, lr_0 = 2.0712e-04
Loss = 7.6730e-01, PNorm = 44.8897, GNorm = 1.1800, lr_0 = 2.0752e-04
Loss = 9.1499e-01, PNorm = 44.9235, GNorm = 1.2040, lr_0 = 2.0793e-04
Loss = 7.9289e-01, PNorm = 44.9737, GNorm = 1.5345, lr_0 = 2.0834e-04
Loss = 7.8595e-01, PNorm = 45.0080, GNorm = 1.0743, lr_0 = 2.0874e-04
Loss = 9.1276e-01, PNorm = 45.0407, GNorm = 0.8356, lr_0 = 2.0915e-04
Loss = 9.5115e-01, PNorm = 45.0800, GNorm = 1.4894, lr_0 = 2.0956e-04
Loss = 8.7056e-01, PNorm = 45.1352, GNorm = 1.0957, lr_0 = 2.0997e-04
Loss = 8.2220e-01, PNorm = 45.1817, GNorm = 0.7107, lr_0 = 2.1037e-04
Loss = 8.0088e-01, PNorm = 45.2253, GNorm = 2.1442, lr_0 = 2.1078e-04
Loss = 7.1510e-01, PNorm = 45.2685, GNorm = 1.4264, lr_0 = 2.1119e-04
Loss = 9.4951e-01, PNorm = 45.3081, GNorm = 2.0180, lr_0 = 2.1159e-04
Loss = 7.7439e-01, PNorm = 45.3550, GNorm = 1.7992, lr_0 = 2.1200e-04
Loss = 7.8263e-01, PNorm = 45.3984, GNorm = 1.7588, lr_0 = 2.1241e-04
Loss = 7.9554e-01, PNorm = 45.4542, GNorm = 0.6638, lr_0 = 2.1282e-04
Loss = 7.0177e-01, PNorm = 45.4998, GNorm = 1.1163, lr_0 = 2.1322e-04
Loss = 7.9067e-01, PNorm = 45.5392, GNorm = 2.4298, lr_0 = 2.1363e-04
Loss = 7.5825e-01, PNorm = 45.5770, GNorm = 1.7141, lr_0 = 2.1404e-04
Loss = 9.2623e-01, PNorm = 45.6015, GNorm = 1.1156, lr_0 = 2.1444e-04
Loss = 8.4958e-01, PNorm = 45.6384, GNorm = 1.6021, lr_0 = 2.1485e-04
Loss = 9.6262e-01, PNorm = 45.6913, GNorm = 1.2536, lr_0 = 2.1526e-04
Loss = 7.8108e-01, PNorm = 45.7638, GNorm = 1.4137, lr_0 = 2.1567e-04
Loss = 8.9403e-01, PNorm = 45.8215, GNorm = 1.5814, lr_0 = 2.1607e-04
Loss = 7.1606e-01, PNorm = 45.8955, GNorm = 0.6571, lr_0 = 2.1648e-04
Loss = 8.4139e-01, PNorm = 45.9413, GNorm = 1.2429, lr_0 = 2.1689e-04
Loss = 7.4788e-01, PNorm = 45.9912, GNorm = 3.3770, lr_0 = 2.1729e-04
Loss = 7.7459e-01, PNorm = 46.0236, GNorm = 1.1010, lr_0 = 2.1770e-04
Loss = 6.9007e-01, PNorm = 46.0808, GNorm = 0.9034, lr_0 = 2.1811e-04
Loss = 9.2562e-01, PNorm = 46.1247, GNorm = 1.0683, lr_0 = 2.1852e-04
Loss = 7.7413e-01, PNorm = 46.2007, GNorm = 1.8881, lr_0 = 2.1892e-04
Loss = 9.2916e-01, PNorm = 46.2565, GNorm = 1.0843, lr_0 = 2.1933e-04
Loss = 8.0160e-01, PNorm = 46.3163, GNorm = 1.1140, lr_0 = 2.1974e-04
Loss = 9.0000e-01, PNorm = 46.3624, GNorm = 0.9910, lr_0 = 2.2014e-04
Loss = 9.0159e-01, PNorm = 46.4311, GNorm = 1.4471, lr_0 = 2.2055e-04
Loss = 7.6800e-01, PNorm = 46.4939, GNorm = 0.7649, lr_0 = 2.2096e-04
Loss = 9.2500e-01, PNorm = 46.5518, GNorm = 1.0630, lr_0 = 2.2137e-04
Loss = 9.7764e-01, PNorm = 46.6139, GNorm = 1.1923, lr_0 = 2.2177e-04
Loss = 7.7007e-01, PNorm = 46.6775, GNorm = 1.3846, lr_0 = 2.2218e-04
Loss = 7.5229e-01, PNorm = 46.7227, GNorm = 0.7437, lr_0 = 2.2259e-04
Loss = 7.7802e-01, PNorm = 46.7753, GNorm = 1.0616, lr_0 = 2.2299e-04
Loss = 8.8458e-01, PNorm = 46.8260, GNorm = 1.4628, lr_0 = 2.2340e-04
Loss = 9.1541e-01, PNorm = 46.8945, GNorm = 3.1667, lr_0 = 2.2381e-04
Loss = 9.0756e-01, PNorm = 46.9785, GNorm = 0.7423, lr_0 = 2.2422e-04
Loss = 8.0699e-01, PNorm = 47.0788, GNorm = 1.1790, lr_0 = 2.2462e-04
Loss = 8.8477e-01, PNorm = 47.1449, GNorm = 1.6821, lr_0 = 2.2503e-04
Loss = 8.3728e-01, PNorm = 47.2192, GNorm = 0.8824, lr_0 = 2.2544e-04
Loss = 8.3136e-01, PNorm = 47.2690, GNorm = 1.1658, lr_0 = 2.2584e-04
Loss = 8.7321e-01, PNorm = 47.3312, GNorm = 1.3664, lr_0 = 2.2625e-04
Loss = 8.2876e-01, PNorm = 47.3906, GNorm = 1.0208, lr_0 = 2.2666e-04
Loss = 8.5902e-01, PNorm = 47.4509, GNorm = 2.0223, lr_0 = 2.2707e-04
Loss = 8.7985e-01, PNorm = 47.5159, GNorm = 2.7978, lr_0 = 2.2747e-04
Loss = 8.4653e-01, PNorm = 47.5645, GNorm = 1.0629, lr_0 = 2.2788e-04
Loss = 8.4876e-01, PNorm = 47.6112, GNorm = 1.4563, lr_0 = 2.2829e-04
Loss = 6.8670e-01, PNorm = 47.6534, GNorm = 0.5738, lr_0 = 2.2869e-04
Loss = 8.9406e-01, PNorm = 47.6898, GNorm = 0.9584, lr_0 = 2.2910e-04
Loss = 8.5694e-01, PNorm = 47.7405, GNorm = 1.2870, lr_0 = 2.2951e-04
Loss = 7.9001e-01, PNorm = 47.7969, GNorm = 1.4737, lr_0 = 2.2991e-04
Loss = 8.3848e-01, PNorm = 47.8436, GNorm = 1.2784, lr_0 = 2.3032e-04
Loss = 8.3649e-01, PNorm = 47.8995, GNorm = 1.2837, lr_0 = 2.3073e-04
Loss = 7.9834e-01, PNorm = 47.9629, GNorm = 0.8847, lr_0 = 2.3114e-04
Loss = 9.0997e-01, PNorm = 48.0280, GNorm = 1.3803, lr_0 = 2.3154e-04
Loss = 8.5034e-01, PNorm = 48.0981, GNorm = 1.1352, lr_0 = 2.3195e-04
Loss = 7.9167e-01, PNorm = 48.1682, GNorm = 1.1282, lr_0 = 2.3236e-04
Loss = 7.6955e-01, PNorm = 48.2332, GNorm = 1.7560, lr_0 = 2.3276e-04
Loss = 8.4758e-01, PNorm = 48.2882, GNorm = 1.3229, lr_0 = 2.3317e-04
Loss = 7.6706e-01, PNorm = 48.3316, GNorm = 1.6286, lr_0 = 2.3358e-04
Loss = 8.7693e-01, PNorm = 48.3857, GNorm = 1.9230, lr_0 = 2.3399e-04
Loss = 8.7015e-01, PNorm = 48.4512, GNorm = 2.3474, lr_0 = 2.3439e-04
Loss = 9.3606e-01, PNorm = 48.5171, GNorm = 0.7720, lr_0 = 2.3480e-04
Loss = 6.6180e-01, PNorm = 48.5976, GNorm = 1.0182, lr_0 = 2.3521e-04
Loss = 7.3804e-01, PNorm = 48.6382, GNorm = 0.8471, lr_0 = 2.3561e-04
Loss = 6.7524e-01, PNorm = 48.6972, GNorm = 1.5845, lr_0 = 2.3602e-04
Loss = 9.3687e-01, PNorm = 48.7407, GNorm = 1.1995, lr_0 = 2.3643e-04
Loss = 8.2184e-01, PNorm = 48.8017, GNorm = 1.1706, lr_0 = 2.3684e-04
Loss = 7.4098e-01, PNorm = 48.8442, GNorm = 0.8333, lr_0 = 2.3724e-04
Loss = 7.6916e-01, PNorm = 48.8813, GNorm = 1.5786, lr_0 = 2.3765e-04
Loss = 9.4391e-01, PNorm = 48.9502, GNorm = 0.9470, lr_0 = 2.3806e-04
Loss = 8.7085e-01, PNorm = 49.0138, GNorm = 0.9321, lr_0 = 2.3846e-04
Loss = 8.2839e-01, PNorm = 49.0628, GNorm = 2.9683, lr_0 = 2.3887e-04
Loss = 8.1156e-01, PNorm = 49.1159, GNorm = 1.1599, lr_0 = 2.3928e-04
Loss = 7.3835e-01, PNorm = 49.1690, GNorm = 1.1404, lr_0 = 2.3969e-04
Loss = 9.4676e-01, PNorm = 49.2101, GNorm = 1.0393, lr_0 = 2.4009e-04
Loss = 7.7030e-01, PNorm = 49.2830, GNorm = 0.7971, lr_0 = 2.4050e-04
Loss = 9.2986e-01, PNorm = 49.3307, GNorm = 0.8055, lr_0 = 2.4091e-04
Loss = 8.2501e-01, PNorm = 49.3772, GNorm = 1.9680, lr_0 = 2.4131e-04
Loss = 7.6426e-01, PNorm = 49.4205, GNorm = 2.5569, lr_0 = 2.4172e-04
Loss = 8.4454e-01, PNorm = 49.4603, GNorm = 3.0629, lr_0 = 2.4213e-04
Loss = 7.6260e-01, PNorm = 49.5249, GNorm = 1.8243, lr_0 = 2.4254e-04
Loss = 8.0491e-01, PNorm = 49.5554, GNorm = 2.3375, lr_0 = 2.4294e-04
Loss = 8.8044e-01, PNorm = 49.6127, GNorm = 1.0085, lr_0 = 2.4335e-04
Loss = 8.5536e-01, PNorm = 49.6725, GNorm = 0.7984, lr_0 = 2.4376e-04
Loss = 8.0006e-01, PNorm = 49.7218, GNorm = 1.9054, lr_0 = 2.4416e-04
Loss = 8.6261e-01, PNorm = 49.7658, GNorm = 1.1352, lr_0 = 2.4457e-04
Loss = 8.9310e-01, PNorm = 49.8367, GNorm = 0.8198, lr_0 = 2.4498e-04
Loss = 7.9323e-01, PNorm = 49.9042, GNorm = 1.1394, lr_0 = 2.4539e-04
Loss = 7.8229e-01, PNorm = 49.9512, GNorm = 0.6124, lr_0 = 2.4579e-04
Loss = 7.8781e-01, PNorm = 49.9963, GNorm = 2.4950, lr_0 = 2.4620e-04
Loss = 7.8388e-01, PNorm = 50.0403, GNorm = 1.2061, lr_0 = 2.4661e-04
Loss = 8.3286e-01, PNorm = 50.1006, GNorm = 1.3918, lr_0 = 2.4701e-04
Loss = 7.9362e-01, PNorm = 50.1565, GNorm = 1.5782, lr_0 = 2.4742e-04
Loss = 7.3540e-01, PNorm = 50.2147, GNorm = 1.9969, lr_0 = 2.4783e-04
Loss = 7.6926e-01, PNorm = 50.2651, GNorm = 0.5504, lr_0 = 2.4824e-04
Loss = 1.0205e+00, PNorm = 50.3500, GNorm = 1.2421, lr_0 = 2.4864e-04
Loss = 7.4542e-01, PNorm = 50.4684, GNorm = 0.8003, lr_0 = 2.4905e-04
Loss = 1.0139e+00, PNorm = 50.5509, GNorm = 1.3923, lr_0 = 2.4946e-04
Loss = 8.4046e-01, PNorm = 50.6712, GNorm = 0.8259, lr_0 = 2.4986e-04
Loss = 8.8514e-01, PNorm = 50.7482, GNorm = 0.8258, lr_0 = 2.5027e-04
Loss = 7.1543e-01, PNorm = 50.8056, GNorm = 0.8243, lr_0 = 2.5068e-04
Loss = 8.0310e-01, PNorm = 50.8429, GNorm = 0.7241, lr_0 = 2.5109e-04
Loss = 7.7659e-01, PNorm = 50.9001, GNorm = 1.2385, lr_0 = 2.5149e-04
Loss = 8.7953e-01, PNorm = 50.9602, GNorm = 1.3590, lr_0 = 2.5190e-04
Loss = 9.1071e-01, PNorm = 51.0295, GNorm = 1.3003, lr_0 = 2.5231e-04
Loss = 9.4215e-01, PNorm = 51.1023, GNorm = 1.3159, lr_0 = 2.5271e-04
Loss = 8.2418e-01, PNorm = 51.1839, GNorm = 1.6477, lr_0 = 2.5312e-04
Loss = 6.3505e-01, PNorm = 51.2525, GNorm = 1.3734, lr_0 = 2.5353e-04
Loss = 7.3624e-01, PNorm = 51.2862, GNorm = 0.9605, lr_0 = 2.5394e-04
Loss = 7.9620e-01, PNorm = 51.3259, GNorm = 1.3585, lr_0 = 2.5434e-04
Loss = 8.5697e-01, PNorm = 51.3652, GNorm = 0.8539, lr_0 = 2.5475e-04
Loss = 8.5588e-01, PNorm = 51.4097, GNorm = 1.3603, lr_0 = 2.5516e-04
Loss = 7.8131e-01, PNorm = 51.4835, GNorm = 0.9611, lr_0 = 2.5556e-04
Loss = 7.4039e-01, PNorm = 51.5463, GNorm = 0.6418, lr_0 = 2.5597e-04
Loss = 8.5794e-01, PNorm = 51.6045, GNorm = 1.2693, lr_0 = 2.5638e-04
Loss = 8.0271e-01, PNorm = 51.6584, GNorm = 0.6811, lr_0 = 2.5679e-04
Loss = 8.9295e-01, PNorm = 51.7227, GNorm = 0.9182, lr_0 = 2.5719e-04
Loss = 6.8535e-01, PNorm = 51.7706, GNorm = 1.0657, lr_0 = 2.5760e-04
Loss = 8.6831e-01, PNorm = 51.7983, GNorm = 0.9622, lr_0 = 2.5801e-04
Loss = 8.1868e-01, PNorm = 51.8530, GNorm = 1.2606, lr_0 = 2.5841e-04
Loss = 8.9020e-01, PNorm = 51.9091, GNorm = 1.1076, lr_0 = 2.5882e-04
Loss = 9.6958e-01, PNorm = 51.9837, GNorm = 1.4796, lr_0 = 2.5923e-04
Loss = 8.1583e-01, PNorm = 52.0719, GNorm = 1.1922, lr_0 = 2.5964e-04
Loss = 8.8302e-01, PNorm = 52.1417, GNorm = 1.0384, lr_0 = 2.6004e-04
Loss = 8.8773e-01, PNorm = 52.2206, GNorm = 1.0709, lr_0 = 2.6045e-04
Loss = 8.0566e-01, PNorm = 52.2885, GNorm = 0.8781, lr_0 = 2.6086e-04
Loss = 9.5386e-01, PNorm = 52.3529, GNorm = 1.2169, lr_0 = 2.6126e-04
Loss = 7.8550e-01, PNorm = 52.4362, GNorm = 1.0802, lr_0 = 2.6167e-04
Loss = 9.1702e-01, PNorm = 52.4967, GNorm = 0.6531, lr_0 = 2.6208e-04
Loss = 8.5229e-01, PNorm = 52.5885, GNorm = 1.1913, lr_0 = 2.6249e-04
Loss = 9.4247e-01, PNorm = 52.6720, GNorm = 1.4946, lr_0 = 2.6289e-04
Loss = 7.9005e-01, PNorm = 52.7684, GNorm = 1.3115, lr_0 = 2.6330e-04
Loss = 9.2725e-01, PNorm = 52.8424, GNorm = 1.8508, lr_0 = 2.6371e-04
Loss = 1.0332e+00, PNorm = 52.9434, GNorm = 1.9046, lr_0 = 2.6411e-04
Loss = 8.7911e-01, PNorm = 53.0403, GNorm = 1.5619, lr_0 = 2.6452e-04
Loss = 8.9500e-01, PNorm = 53.1204, GNorm = 0.8980, lr_0 = 2.6493e-04
Loss = 8.5561e-01, PNorm = 53.2203, GNorm = 1.0503, lr_0 = 2.6534e-04
Loss = 8.1321e-01, PNorm = 53.2986, GNorm = 2.3505, lr_0 = 2.6574e-04
Loss = 8.2353e-01, PNorm = 53.3480, GNorm = 0.9757, lr_0 = 2.6615e-04
Loss = 8.2228e-01, PNorm = 53.3898, GNorm = 2.0288, lr_0 = 2.6656e-04
Loss = 8.2635e-01, PNorm = 53.4308, GNorm = 1.7035, lr_0 = 2.6696e-04
Loss = 9.3678e-01, PNorm = 53.4788, GNorm = 1.2678, lr_0 = 2.6737e-04
Loss = 8.4596e-01, PNorm = 53.5241, GNorm = 1.4066, lr_0 = 2.6778e-04
Loss = 7.2207e-01, PNorm = 53.5612, GNorm = 0.6096, lr_0 = 2.6819e-04
Loss = 8.4157e-01, PNorm = 53.5883, GNorm = 0.8801, lr_0 = 2.6859e-04
Loss = 9.3260e-01, PNorm = 53.6272, GNorm = 2.2489, lr_0 = 2.6900e-04
Loss = 9.3331e-01, PNorm = 53.6776, GNorm = 0.9731, lr_0 = 2.6941e-04
Loss = 8.5844e-01, PNorm = 53.7264, GNorm = 1.1094, lr_0 = 2.6981e-04
Loss = 8.8540e-01, PNorm = 53.7763, GNorm = 0.9999, lr_0 = 2.7022e-04
Loss = 7.8005e-01, PNorm = 53.8253, GNorm = 0.8240, lr_0 = 2.7063e-04
Loss = 7.1928e-01, PNorm = 53.8669, GNorm = 0.7789, lr_0 = 2.7104e-04
Loss = 7.4469e-01, PNorm = 53.9078, GNorm = 1.1230, lr_0 = 2.7144e-04
Loss = 7.9570e-01, PNorm = 53.9507, GNorm = 0.8271, lr_0 = 2.7185e-04
Loss = 6.8843e-01, PNorm = 53.9994, GNorm = 0.8966, lr_0 = 2.7226e-04
Loss = 7.8073e-01, PNorm = 54.0340, GNorm = 0.9017, lr_0 = 2.7266e-04
Loss = 8.9218e-01, PNorm = 54.0811, GNorm = 0.7887, lr_0 = 2.7307e-04
Loss = 8.6787e-01, PNorm = 54.1563, GNorm = 1.5653, lr_0 = 2.7348e-04
Loss = 8.6197e-01, PNorm = 54.2192, GNorm = 0.9678, lr_0 = 2.7388e-04
Loss = 7.2972e-01, PNorm = 54.2774, GNorm = 0.5768, lr_0 = 2.7429e-04
Loss = 8.9123e-01, PNorm = 54.3249, GNorm = 1.5907, lr_0 = 2.7470e-04
Loss = 9.8416e-01, PNorm = 54.4111, GNorm = 1.1723, lr_0 = 2.7511e-04
Loss = 8.2866e-01, PNorm = 54.4950, GNorm = 0.7878, lr_0 = 2.7551e-04
Loss = 7.7944e-01, PNorm = 54.5737, GNorm = 0.7981, lr_0 = 2.7592e-04
Loss = 7.8149e-01, PNorm = 54.6249, GNorm = 1.2827, lr_0 = 2.7633e-04
Loss = 8.7061e-01, PNorm = 54.6841, GNorm = 0.8528, lr_0 = 2.7673e-04
Loss = 9.0298e-01, PNorm = 54.7712, GNorm = 1.1755, lr_0 = 2.7714e-04
Loss = 6.6803e-01, PNorm = 54.8562, GNorm = 1.2458, lr_0 = 2.7755e-04
Loss = 8.1874e-01, PNorm = 54.9090, GNorm = 0.7624, lr_0 = 2.7796e-04
Loss = 8.9561e-01, PNorm = 54.9887, GNorm = 1.1630, lr_0 = 2.7836e-04
Loss = 8.7805e-01, PNorm = 55.0915, GNorm = 1.2601, lr_0 = 2.7877e-04
Loss = 9.2856e-01, PNorm = 55.1667, GNorm = 2.6125, lr_0 = 2.7918e-04
Loss = 8.4984e-01, PNorm = 55.2613, GNorm = 0.7178, lr_0 = 2.7958e-04
Loss = 8.5711e-01, PNorm = 55.3258, GNorm = 0.8119, lr_0 = 2.7999e-04
Loss = 7.6100e-01, PNorm = 55.3933, GNorm = 0.8551, lr_0 = 2.8040e-04
Loss = 6.9916e-01, PNorm = 55.4495, GNorm = 0.8233, lr_0 = 2.8081e-04
Loss = 8.4228e-01, PNorm = 55.4971, GNorm = 0.7832, lr_0 = 2.8121e-04
Loss = 7.3954e-01, PNorm = 55.5499, GNorm = 1.2294, lr_0 = 2.8162e-04
Loss = 8.8776e-01, PNorm = 55.6090, GNorm = 0.9260, lr_0 = 2.8203e-04
Loss = 7.9712e-01, PNorm = 55.6850, GNorm = 1.5010, lr_0 = 2.8243e-04
Loss = 8.8993e-01, PNorm = 55.7295, GNorm = 0.8747, lr_0 = 2.8284e-04
Loss = 8.1103e-01, PNorm = 55.7775, GNorm = 1.4314, lr_0 = 2.8325e-04
Loss = 7.4959e-01, PNorm = 55.8188, GNorm = 0.7815, lr_0 = 2.8366e-04
Loss = 7.3140e-01, PNorm = 55.8610, GNorm = 0.7623, lr_0 = 2.8406e-04
Loss = 8.6620e-01, PNorm = 55.9021, GNorm = 1.0364, lr_0 = 2.8447e-04
Loss = 7.7995e-01, PNorm = 55.9529, GNorm = 0.8507, lr_0 = 2.8488e-04
Loss = 8.0596e-01, PNorm = 56.0095, GNorm = 1.1112, lr_0 = 2.8528e-04
Loss = 7.1328e-01, PNorm = 56.0643, GNorm = 0.9624, lr_0 = 2.8569e-04
Loss = 7.7311e-01, PNorm = 56.1118, GNorm = 0.9002, lr_0 = 2.8610e-04
Loss = 7.4383e-01, PNorm = 56.1702, GNorm = 0.9871, lr_0 = 2.8651e-04
Loss = 8.2054e-01, PNorm = 56.2159, GNorm = 1.7533, lr_0 = 2.8691e-04
Loss = 6.3469e-01, PNorm = 56.2665, GNorm = 1.0796, lr_0 = 2.8732e-04
Loss = 9.8930e-01, PNorm = 56.3356, GNorm = 0.9347, lr_0 = 2.8773e-04
Loss = 8.0347e-01, PNorm = 56.4308, GNorm = 0.6720, lr_0 = 2.8813e-04
Loss = 7.1316e-01, PNorm = 56.4848, GNorm = 0.9698, lr_0 = 2.8854e-04
Loss = 8.8363e-01, PNorm = 56.5269, GNorm = 1.1337, lr_0 = 2.8895e-04
Loss = 8.2166e-01, PNorm = 56.6028, GNorm = 0.7900, lr_0 = 2.8936e-04
Loss = 8.3767e-01, PNorm = 56.6943, GNorm = 0.8827, lr_0 = 2.8976e-04
Loss = 8.3745e-01, PNorm = 56.7874, GNorm = 0.9558, lr_0 = 2.9017e-04
Loss = 9.1002e-01, PNorm = 56.9087, GNorm = 1.1376, lr_0 = 2.9058e-04
Loss = 9.6984e-01, PNorm = 57.0380, GNorm = 0.8530, lr_0 = 2.9098e-04
Loss = 9.4567e-01, PNorm = 57.1938, GNorm = 1.3593, lr_0 = 2.9139e-04
Loss = 7.4820e-01, PNorm = 57.3433, GNorm = 0.9354, lr_0 = 2.9180e-04
Loss = 8.1407e-01, PNorm = 57.4296, GNorm = 0.7068, lr_0 = 2.9221e-04
Loss = 8.7684e-01, PNorm = 57.5257, GNorm = 0.9482, lr_0 = 2.9261e-04
Loss = 8.0228e-01, PNorm = 57.6243, GNorm = 1.5085, lr_0 = 2.9302e-04
Loss = 8.1855e-01, PNorm = 57.6915, GNorm = 1.4284, lr_0 = 2.9343e-04
Loss = 7.7029e-01, PNorm = 57.7570, GNorm = 0.7517, lr_0 = 2.9383e-04
Loss = 7.4998e-01, PNorm = 57.8038, GNorm = 1.2607, lr_0 = 2.9424e-04
Loss = 7.4590e-01, PNorm = 57.8593, GNorm = 0.7906, lr_0 = 2.9465e-04
Loss = 9.1566e-01, PNorm = 57.9172, GNorm = 0.5483, lr_0 = 2.9506e-04
Loss = 8.6888e-01, PNorm = 57.9843, GNorm = 1.2918, lr_0 = 2.9546e-04
Loss = 7.9021e-01, PNorm = 58.0449, GNorm = 0.5789, lr_0 = 2.9587e-04
Loss = 8.7609e-01, PNorm = 58.1049, GNorm = 4.2902, lr_0 = 2.9628e-04
Loss = 6.9745e-01, PNorm = 58.2056, GNorm = 0.8799, lr_0 = 2.9668e-04
Loss = 8.1604e-01, PNorm = 58.2880, GNorm = 0.6448, lr_0 = 2.9709e-04
Loss = 9.3171e-01, PNorm = 58.3585, GNorm = 0.9977, lr_0 = 2.9750e-04
Loss = 9.5960e-01, PNorm = 58.4590, GNorm = 0.9439, lr_0 = 2.9791e-04
Loss = 9.7151e-01, PNorm = 58.5695, GNorm = 1.0400, lr_0 = 2.9831e-04
Loss = 7.4562e-01, PNorm = 58.6786, GNorm = 1.1790, lr_0 = 2.9872e-04
Loss = 7.0153e-01, PNorm = 58.7519, GNorm = 1.3477, lr_0 = 2.9913e-04
Loss = 9.3171e-01, PNorm = 58.8433, GNorm = 1.0814, lr_0 = 2.9953e-04
Loss = 6.8015e-01, PNorm = 58.9476, GNorm = 1.0103, lr_0 = 2.9994e-04
Loss = 9.1238e-01, PNorm = 59.0103, GNorm = 1.2813, lr_0 = 3.0035e-04
Loss = 7.3746e-01, PNorm = 59.1247, GNorm = 0.5886, lr_0 = 3.0076e-04
Loss = 9.2449e-01, PNorm = 59.1978, GNorm = 0.9542, lr_0 = 3.0116e-04
Loss = 6.8815e-01, PNorm = 59.3009, GNorm = 0.4896, lr_0 = 3.0157e-04
Loss = 7.9610e-01, PNorm = 59.3630, GNorm = 1.2250, lr_0 = 3.0198e-04
Loss = 7.2523e-01, PNorm = 59.4482, GNorm = 0.5157, lr_0 = 3.0238e-04
Loss = 9.1881e-01, PNorm = 59.5128, GNorm = 0.9889, lr_0 = 3.0279e-04
Loss = 8.1614e-01, PNorm = 59.6292, GNorm = 1.0144, lr_0 = 3.0320e-04
Loss = 8.6276e-01, PNorm = 59.7204, GNorm = 0.7888, lr_0 = 3.0361e-04
Loss = 6.8525e-01, PNorm = 59.7882, GNorm = 1.1103, lr_0 = 3.0401e-04
Loss = 8.6626e-01, PNorm = 59.8550, GNorm = 1.3859, lr_0 = 3.0442e-04
Loss = 7.2627e-01, PNorm = 59.9548, GNorm = 0.9958, lr_0 = 3.0483e-04
Loss = 7.7043e-01, PNorm = 60.0448, GNorm = 0.7338, lr_0 = 3.0523e-04
Loss = 8.3907e-01, PNorm = 60.1056, GNorm = 0.7327, lr_0 = 3.0564e-04
Loss = 9.6316e-01, PNorm = 60.1942, GNorm = 0.8831, lr_0 = 3.0605e-04
Loss = 9.0143e-01, PNorm = 60.2925, GNorm = 0.7574, lr_0 = 3.0646e-04
Loss = 7.4716e-01, PNorm = 60.4032, GNorm = 0.7411, lr_0 = 3.0686e-04
